Year;GFDL-ESM2M;NorESM2;ACCESS;UKESM1;CanESM5;CESM;MPIESM;CNRM-ESM2-1;MIROC-ES2L;UVic-ESCM-2-10
181.0;287.9615164978864;;;;;288.87135323;288.0745;;289.13954;288.4486083984375
182.0;288.04753693881105;;;;;288.90930244;287.9824;;289.1752;288.4499206542969
183.0;288.0702372511773;;;;;288.7540977;287.7943;;289.38594;288.4499816894531
184.0;288.0577519665026;;;;;288.97327747;287.738;;289.44622000000004;288.4514465332031
185.0;288.0395817168772;;;;;288.97132013;287.9283;;289.13144;288.451416015625
186.0;287.71086902357126;;;;;288.79315238;288.0046;;289.05022;288.45281982421875
187.0;287.8685135514769;;;;;288.92298789;287.9073;;289.17072;288.45306396484375
188.0;287.8233328205265;;;;;288.88562464;287.8179;;289.39814;288.4541015625
189.0;287.95340116317965;;;;;288.86610567;287.8042;;289.50184;288.4538269042969
190.0;287.8827260474637;;;;;289.0020131;287.7671;;289.01179;288.45440673828125
191.0;287.9405283470677;;;;;288.95494434;287.9223;;289.05725;288.4556579589844
192.0;288.14513399307043;;;;;288.90672674;287.6952;;289.2674;288.4556884765625
193.0;287.93441086860554;;;;;288.95821816;287.7474;;289.53673;288.45758056640625
194.0;287.7990943386131;;;;;288.9046091;287.9691;;289.26532000000003;288.4583740234375
195.0;287.85737605682795;;;;;288.65693588;287.7895;;289.11695;288.458251953125
196.0;288.06928376498297;;;;;288.88168574;287.7509;;289.08846;288.4599304199219
197.0;287.89874735793023;;;;;288.72608076;287.9505;;289.14915;288.4588623046875
198.0;287.51912540801584;;;;;288.80809203;287.9966;;289.29282;288.45989990234375
199.0;287.76754702215334;;;;;288.95256387;287.9019;;289.10342;288.4598083496094
200.0;288.0525930744328;;;;;288.81758253;287.7805;;289.04806;288.4597473144531
201.0;288.0943315061805;;;;;288.9753192;287.8797;;289.11313;288.46099853515625
202.0;287.6929542855041;;;;;288.88156923;288.0141;;289.20189;288.462158203125
203.0;287.8290190396244;;;;;288.85138617;288.0596;;289.21857;288.46282958984375
204.0;288.0076716174819;;;;;288.94053208;287.8771;;289.24653;288.4627380371094
205.0;288.1555151534408;;;;;288.89415806;287.7346;;289.0472;288.46246337890625
206.0;288.109677751097;;;;;288.87979572;287.7126;;289.1637;288.4643859863281
207.0;287.7192553376499;;;;;289.02961985;287.8092;;289.27343;288.46453857421875
208.0;287.84853833342254;;;;;288.93592906;288.0879;;289.32836000000003;288.4651794433594
209.0;287.9281540126017;;;;;288.70920162;288.1478;;289.28339;288.46539306640625
210.0;287.9670976194617;;;;;288.88837936;287.8008;;289.01976;288.4661560058594
211.0;288.00900360525475;;;;;288.94829573;287.8132;;288.99425;288.4657897949219
212.0;288.1232706148331;;;;;288.74342909;287.95;;289.06389;288.4659423828125
213.0;288.10375065215646;;;;;289.00350117;287.9925;;289.11594;288.4681701660156
214.0;287.9730686971587;;;;;289.07971685;287.9239;;289.29228;288.46868896484375
215.0;287.9634044908498;;;;;289.19200586;287.7366;;289.34441;288.46826171875
216.0;287.9439291758081;;;;;288.90354486;287.7536;;289.36;288.468505859375
217.0;288.01781825235446;;;;;;287.7151;;289.34216000000004;288.4683837890625
218.0;288.08194078419314;;;;;;287.6564;;289.03521;288.4706115722656
219.0;287.94453425995295;;;;;;287.6295;;288.95577000000003;288.47027587890625
220.0;287.6999232462008;;;;;;287.8631;;288.98742000000004;288.47015380859375
221.0;287.9340123006743;;;;;;287.8556;;289.26313;288.4703674316406
222.0;288.1891405079464;;;;;;287.8001;;289.21299;288.4712219238281
223.0;288.08734975318396;;;;;;287.7145;;289.06694;288.4722900390625
224.0;287.80614640745404;;;;;;287.7283;;289.07872000000003;288.4722900390625
225.0;287.71839875521727;;;;;;288.0665;;289.04922;288.4721374511719
226.0;287.9399920737907;;;;;;288.0649;;289.05385;288.4728088378906
227.0;288.00395658310146;;;;;;287.8345;;289.26396;288.4736022949219
228.0;288.0994288614352;;;;;;287.6781;;289.21577;288.4742736816406
229.0;287.9490813790936;;;;;;287.7826;;288.98418;288.4752197265625
230.0;288.0311260902718;;;;;;287.8602;;288.86744;288.4756164550781
231.0;287.9840457445955;;;;;;288.0139;;289.08974;288.475830078125
232.0;288.00676219365374;;;;;;287.9485;;289.28424;288.47528076171875
233.0;288.18351114351464;;;;;;287.7234;;289.06974;288.47607421875
234.0;288.2364847261612;;;;;;287.7347;;288.9369;288.4762878417969
235.0;287.78665520654977;;;;;;287.7595;;289.11185;288.4759216308594
236.0;287.93517690162145;;;;;;287.8542;;289.31817;288.4764709472656
237.0;288.1822525651488;;;;;;287.968;;289.12572;288.4752502441406
238.0;288.15604306573744;;;;;;287.7321;;288.86741;288.4775085449219
239.0;288.1052178369809;;;;;;287.6906;;288.78088;288.4779052734375
240.0;288.1259786527451;;;;;;287.7871;;288.94337;288.4787902832031
241.0;288.30060817770766;;;;;;287.8313;;289.13923;288.4788818359375
242.0;288.22960322131854;;;;;;287.7886;;289.4004;288.4793701171875
243.0;287.980618244328;;;;;;287.7955;;289.02758;288.4798278808594
244.0;287.95336905701527;;;;;;288.0145;;288.79613;288.47906494140625
245.0;288.1316659587704;;;;;;288.0641;;288.91456;288.47796630859375
246.0;288.1858911801692;;;;;;287.8123;;289.22052;288.4783935546875
247.0;287.945306145655;;;;;;287.7159;;289.33897;288.4766540527344
248.0;287.9380567576788;;;;;;287.8202;;289.07834;288.47686767578125
249.0;287.97983482047306;;;;;;287.9328;;289.02178;288.4778747558594
250.0;288.02558376364516;;;;;;;;289.09211;288.4809265136719
251.0;288.0374498341182;;;;;;;;289.17057;288.48016357421875
252.0;288.164962225091;;;;;;;;289.13884;288.48248291015625
253.0;288.1007654477472;;;;;;;;288.91497000000004;288.48223876953125
254.0;288.0770058827858;;;;;;;;288.96147;288.4824523925781
255.0;288.1507549129121;;;;;;;;289.11358;288.4811706542969
256.0;288.26143255364406;;;;;;;;289.15731;288.48114013671875
